-1.000000	105.000000	33.000000	-0.469525	-0.411810	797.512854	-26.420094	-20.846149
-1.000000	105.000000	33.000000	0.129324	0.330076	856.758600	5.743796	-36.383540
1.000000	105.000000	33.000000	-0.071615	0.014391	3632.659483	-2.956985	63.639805
1.000000	105.000000	33.000000	-0.190672	-0.361480	738.142498	-103.103685	-97.833425
-1.000000	105.000000	33.000000	-0.400269	0.227691	337.798212	11.892028	14.857490
-1.000000	105.000000	33.000000	0.444358	-0.110448	5732.823935	101.567601	-104.205549
-1.000000	105.000000	33.000000	-0.243345	-0.433282	4153.770029	-173.670527	-81.881411
1.000000	105.000000	33.000000	-0.252434	0.251545	626.496210	-7.546512	-31.546272
1.000000	105.000000	33.000000	0.335062	0.478569	464.895987	24.179623	1.664335
1.000000	105.000000	33.000000	-0.402916	-0.417350	6284.195659	-52.725639	70.599624
-1.000000	105.000000	33.000000	0.169037	-0.419637	7122.655061	164.633868	-68.301233
1.000000	105.000000	33.000000	0.255582	-0.082603	15963.837718	-13.010531	44.666934
1.000000	105.000000	33.000000	0.220998	-0.020855	5347.353383	49.298647	-92.127970
1.000000	105.000000	33.000000	0.002831	-0.062101	8472.145426	-93.010949	76.073438
-1.000000	105.000000	33.000000	-0.015215	0.266556	10866.362329	-26.155385	45.606390
1.000000	105.000000	33.000000	-0.054429	-0.289192	1716.394028	2.166090	32.481484
-1.000000	105.000000	33.000000	0.386117	0.443568	733.546811	11.511761	35.979206
1.000000	105.000000	33.000000	0.245731	0.377382	6309.251284	-28.726220	37.275490
-1.000000	105.000000	33.000000	-0.355886	0.000197	11548.000497	-40.891641	42.843278
1.000000	105.000000	33.000000	0.226899	0.352246	642.608499	-2.100052	43.511145
-1.000000	105.000000	33.000000	0.379883	-0.216259	15718.202093	359.081902	64.382116
1.000000	105.000000	33.000000	-0.033492	0.480573	4991.448640	39.378355	96.701447
-1.000000	105.000000	33.000000	0.355785	0.271611	6195.520481	5.198043	53.158870
-1.000000	105.000000	33.000000	0.423532	0.089915	3300.953828	72.441155	-28.118205
1.000000	105.000000	33.000000	-0.115237	-0.390465	3914.494142	-75.167524	-34.088277
1.000000	105.000000	33.000000	-0.426499	0.364906	453.584039	87.742716	-14.028836
-1.000000	105.000000	33.000000	-0.443106	0.360740	5422.268939	-91.493203	134.510696
-1.000000	105.000000	33.000000	0.395032	-0.268087	2468.129961	-39.918078	-3.174017
-1.000000	105.000000	33.000000	-0.413174	-0.185508	394.364845	4.400506	-64.708651
1.000000	105.000000	33.000000	0.334458	-0.342165	697.459079	68.948824	-76.564833
1.000000	105.000000	33.000000	0.459319	-0.118882	4714.768249	92.430726	-50.695142
1.000000	105.000000	33.000000	-0.286858	0.417491	2539.986393	-112.910641	150.576238
-1.000000	105.000000	33.000000	-0.491962	-0.075826	3036.268980	-144.523060	13.711884
1.000000	105.000000	33.000000	0.289828	-0.103525	4421.095832	21.128578	2.661500
1.000000	105.000000	33.000000	-0.254777	-0.169550	1865.955076	36.237670	-54.650783
1.000000	105.000000	33.000000	0.036289	0.401049	601.316524	46.751212	61.404488
1.000000	105.000000	33.000000	-0.157935	0.191970	4902.540066	-14.501756	79.933193
1.000000	105.000000	33.000000	-0.249127	-0.304299	2065.530527	4.810629	61.492477
1.000000	105.000000	33.000000	-0.458598	-0.047203	7596.848230	-211.817009	-3.859199
1.000000	105.000000	33.000000	0.396536	0.170323	1020.246404	6.792901	34.449460
-1.000000	105.000000	33.000000	0.470134	-0.047471	2738.318741	74.791121	9.751194
1.000000	105.000000	33.000000	0.405078	-0.031420	7524.666682	68.506458	-2.648683
-1.000000	105.000000	33.000000	-0.326102	-0.242150	1382.028407	-74.320996	-16.853290
1.000000	105.000000	33.000000	-0.037212	-0.473136	3602.186356	-156.664093	-135.848764
-1.000000	105.000000	33.000000	-0.131794	-0.195890	8845.630788	112.752516	-49.076063
-1.000000	105.000000	33.000000	0.264254	-0.026429	319.431832	39.165837	-14.129689
-1.000000	105.000000	33.000000	0.099735	-0.282163	9882.006562	87.299917	-50.023144
-1.000000	105.000000	33.000000	-0.110829	0.198369	14838.341384	-411.795452	246.146143
-1.000000	105.000000	33.000000	0.222373	0.243763	1794.859164	32.183478	64.080345
1.000000	105.000000	33.000000	-0.055554	0.098312	2978.560815	20.075804	39.694651
1.000000	105.000000	33.000000	0.105405	-0.172344	4763.362591	9.364783	11.513070
-1.000000	105.000000	33.000000	0.377523	0.417379	618.383320	-38.817315	3.792592
1.000000	105.000000	33.000000	0.106025	0.233372	2668.927072	28.313040	38.320419
1.000000	105.000000	33.000000	0.218827	0.349139	4812.616013	82.684065	191.484250
-1.000000	105.000000	33.000000	0.227778	0.114324	4312.792239	-43.181119	134.749575
