1.000000	105.000000	33.000000	-0.032308	-0.136757	8873.518646	30.178953	-39.088102
-1.000000	105.000000	33.000000	0.112043	-0.360073	21648.668284	105.451497	-355.589702
1.000000	105.000000	33.000000	-0.145333	-0.005674	20987.354710	-197.853654	-59.772148
-1.000000	105.000000	33.000000	-0.384899	0.480374	17450.029483	-115.294022	395.502820
-1.000000	105.000000	33.000000	-0.490487	-0.098751	12921.741419	-148.296415	-193.129804
-1.000000	105.000000	33.000000	0.078124	0.186573	19764.776127	83.210199	-98.370103
-1.000000	105.000000	33.000000	-0.433880	0.095664	14563.366436	-136.244268	59.142156
-1.000000	105.000000	33.000000	-0.030079	0.404074	12239.727544	12.374369	212.858077
-1.000000	105.000000	33.000000	0.251312	-0.013099	6818.549753	198.953529	6.143515
-1.000000	105.000000	33.000000	-0.324050	-0.403828	2169.921654	-41.598153	-104.325477
-1.000000	105.000000	33.000000	0.322271	0.226161	1763.324234	-27.310786	8.970108
-1.000000	105.000000	33.000000	-0.213848	-0.065968	6120.119669	45.938481	-66.583409
1.000000	105.000000	33.000000	0.290265	0.117556	18376.798810	163.410802	-36.018572
-1.000000	105.000000	33.000000	-0.017601	-0.036843	16150.709376	-19.477765	-73.050157
-1.000000	105.000000	33.000000	-0.225935	0.343374	9319.797208	-89.137258	125.013937
1.000000	105.000000	33.000000	0.125258	-0.454801	20710.118140	93.506819	-142.549994
-1.000000	105.000000	33.000000	0.431674	0.207464	10756.250877	383.342858	78.575810
1.000000	105.000000	33.000000	0.146454	-0.386996	3742.209512	123.957347	-19.826411
-1.000000	105.000000	33.000000	-0.154389	0.154378	14717.722054	-169.967810	129.430984
-1.000000	105.000000	33.000000	0.019774	-0.037012	5126.790153	-33.955228	-119.527128
1.000000	105.000000	33.000000	0.012550	0.255803	20043.246646	78.890626	66.964736
-1.000000	105.000000	33.000000	0.490714	-0.040492	8287.477300	188.539475	99.728028
-1.000000	105.000000	33.000000	0.077214	-0.445227	4592.360291	-60.925826	-34.911795
-1.000000	105.000000	33.000000	-0.012373	0.290974	16103.840216	-32.916295	351.618797
-1.000000	105.000000	33.000000	0.295943	0.070487	12898.184031	71.804932	241.133841
