1.000000	26.194478	26.193269	-0.009609	0.108960	0.005565	-0.004405	0.003401	-0.136757	-0.032308	8873.656051
-1.000000	39.483928	39.481627	-0.010796	-0.069141	0.017131	-0.016424	0.004871	-0.360073	0.112043	21651.845302
1.000000	38.802096	38.801084	0.007220	0.064455	0.009847	-0.002848	-0.009427	-0.005674	-0.145333	20988.372254
-1.000000	35.159338	35.159135	-0.003400	-0.093433	0.023604	0.022661	-0.006607	0.480374	-0.384899	17454.891743
-1.000000	30.453778	30.453762	-0.001029	-0.112563	0.018841	-0.014945	-0.011476	-0.098751	-0.490487	12924.035259
-1.000000	37.543690	37.541069	0.011817	-0.078673	0.006519	-0.004977	0.004210	0.186573	0.078124	19765.196110
-1.000000	32.162449	32.161249	0.008640	-0.108900	0.010198	0.004061	-0.009355	0.095664	-0.433880	14564.123758
-1.000000	29.739959	29.731840	0.023369	-0.097026	0.017418	0.017389	0.001011	0.404074	-0.030079	12241.584464
-1.000000	24.003997	24.003303	0.007604	-0.108588	0.029184	0.000901	0.029170	-0.013099	0.251312	6821.454483
-1.000000	18.861842	18.861797	-0.002188	-0.148525	0.051713	-0.048041	-0.019168	-0.403828	-0.324050	2172.826330
-1.000000	18.384706	18.383885	-0.009449	-0.146705	0.016301	0.005087	-0.015487	0.226161	0.322271	1763.558537
-1.000000	23.248060	23.247541	-0.006687	-0.150866	0.013217	-0.010879	0.007506	-0.065968	-0.213848	6120.654267
1.000000	36.112521	36.111844	0.006123	0.084076	0.009105	-0.001960	0.008892	0.117556	0.290265	18377.560564
-1.000000	33.809743	33.809719	0.001191	-0.093041	0.004681	-0.004523	-0.001206	-0.036843	-0.017601	16150.886323
-1.000000	26.668233	26.667937	0.004712	-0.122177	0.016474	0.013413	-0.009564	0.343374	-0.225935	9321.062013
1.000000	38.516642	38.513458	-0.012858	0.079757	0.008232	-0.006883	0.004515	-0.454801	0.125258	20710.819879
-1.000000	28.189904	28.189585	-0.004756	-0.098378	0.036364	0.007305	0.035624	0.207464	0.431674	10763.366511
1.000000	20.645010	20.644860	0.003803	0.140939	0.033532	-0.005298	0.033112	-0.386996	0.146454	3744.314359
-1.000000	32.323216	32.322779	0.005201	-0.101715	0.014515	0.008794	-0.011548	0.154378	-0.154389	14719.272593
-1.000000	22.171693	22.170931	0.008290	-0.127809	0.024232	-0.023310	-0.006623	-0.037012	0.019774	5128.295721
1.000000	37.830153	37.824981	0.016536	0.073304	0.005163	0.003341	0.003936	0.255803	0.012550	20043.513791
-1.000000	25.574969	25.573796	-0.009574	-0.099034	0.025731	0.012033	0.022746	-0.040492	0.490714	8290.221562
-1.000000	21.583547	21.581091	-0.015086	-0.134546	0.015290	-0.007602	-0.013266	-0.445227	0.077214	4592.897154
-1.000000	33.764676	33.762851	-0.010397	-0.081941	0.021926	0.021831	-0.002044	0.290974	-0.012373	16107.711948
-1.000000	30.428644	30.428496	-0.003123	-0.086496	0.019504	0.018693	0.005567	0.070487	0.295943	12900.637693
1.000000	37.168607	37.166888	-0.009617	0.082860	0.012716	-0.003977	0.012078	-0.310552	0.299655	19401.538976
1.000000	42.821422	42.820612	-0.006148	0.092456	0.006227	-0.003840	0.004901	-0.237692	0.344553	24905.130359
1.000000	26.365908	26.365623	-0.004653	0.139943	0.011762	-0.009866	0.006404	-0.286474	0.221132	9035.892811
1.000000	54.522846	54.522198	-0.004876	0.060885	0.016892	-0.003144	0.016596	-0.226180	0.451222	36374.684163
-1.000000	16.653499	16.647873	-0.025998	-0.160325	0.065718	0.035514	-0.055342	0.176902	-0.438268	349.356631
-1.000000	27.506201	27.505944	0.004328	-0.109939	0.031370	0.027460	0.015172	0.269556	0.120323	10114.618063
-1.000000	16.757715	16.755644	0.015723	-0.160461	0.226907	0.159410	-0.164215	0.159791	-0.249057	426.107893
-1.000000	38.015690	38.014390	0.008269	-0.084153	0.023907	0.022900	-0.006868	0.485264	-0.135441	20224.085223
1.000000	35.473020	35.471006	0.010657	0.097345	0.023727	0.022983	0.005897	0.491075	0.302722	17759.032400
1.000000	30.748646	30.748446	-0.003603	0.110758	0.014869	-0.004185	0.014268	-0.060587	0.209519	13207.223905
1.000000	29.082459	29.080915	0.010306	0.106152	0.013797	-0.013708	-0.001568	-0.093289	0.241693	11613.662960
1.000000	35.245640	35.244545	0.007882	0.094425	0.019602	-0.017952	0.007873	-0.258168	0.415526	17538.173925
-1.000000	20.935071	20.927251	-0.027336	-0.138507	0.037542	-0.034942	-0.013739	-0.311123	-0.330672	4003.583948
-1.000000	41.302412	41.301812	0.005390	-0.061695	0.020085	-0.016450	0.011526	-0.232659	0.399258	23422.748096
-1.000000	41.761944	41.755315	0.017820	-0.051621	0.020853	0.006938	0.019666	0.441391	0.480093	23870.157655
-1.000000	42.558307	42.549783	0.020017	-0.067314	0.022517	0.020600	-0.009096	0.466363	-0.223570	24647.532544
-1.000000	35.458920	35.458888	0.001336	-0.068115	0.012546	-0.002681	0.012256	-0.198958	0.451108	17745.568679
1.000000	25.304091	25.303816	0.004663	0.139340	0.019323	0.019077	0.003077	0.264552	0.459889	8035.656278
1.000000	72.097186	72.081463	0.020887	0.046145	0.014085	0.012174	0.007086	0.467567	0.204623	53710.171328
-1.000000	40.007745	39.996298	-0.023925	-0.078634	0.019134	-0.013186	-0.013867	-0.447008	-0.425935	22161.177553
-1.000000	40.969349	40.968910	0.004630	-0.071786	0.010647	-0.007020	0.008005	-0.122500	0.170271	23098.666840
-1.000000	22.854790	22.844943	0.029361	-0.121845	0.029173	0.012311	0.026451	0.366217	0.394670	5756.063945
1.000000	17.307350	17.306665	-0.008898	0.147744	0.082188	-0.082041	-0.004939	-0.310216	-0.157205	877.411560
-1.000000	18.775812	18.773797	-0.014654	-0.162769	0.050722	-0.032597	0.038888	0.085648	0.343298	2019.495851
1.000000	57.959563	57.948954	-0.019135	0.038351	0.020170	-0.008797	-0.018151	-0.373241	-0.409223	39757.353644
1.000000	41.818019	41.817185	-0.006316	0.060058	0.014089	-0.013776	0.002957	-0.433692	-0.081872	23925.494414
1.000000	76.299926	76.293004	0.013471	0.032268	0.005804	0.005618	0.001457	0.268660	-0.030908	57866.818392
-1.000000	22.635105	22.630025	-0.021190	-0.127219	0.023365	-0.021444	-0.009282	-0.374472	-0.485985	5552.913779
-1.000000	18.170687	18.169445	0.011693	-0.144700	0.033822	0.025097	0.022682	0.178977	0.264628	1506.335182
-1.000000	34.673502	34.672723	-0.006703	-0.097689	0.006229	0.005630	-0.002665	0.078116	-0.270780	16985.008478
-1.000000	30.507949	30.503512	-0.017057	-0.106660	0.002834	0.002629	0.001059	-0.228993	-0.157518	12976.787776
1.000000	23.117402	23.112415	0.020774	0.127404	0.010455	0.008809	-0.005631	0.390849	-0.001417	5998.125211
1.000000	24.370996	24.358583	0.031923	0.149967	0.007260	0.005036	0.005230	0.025429	0.346665	7164.356071
-1.000000	36.887361	36.882132	0.016839	-0.084539	0.015496	0.015227	0.002875	0.267961	-0.106479	19129.638098
1.000000	28.475755	28.472889	0.014189	0.099700	0.006893	0.006850	0.000771	0.148181	0.195787	11035.730265
